author,publications
Takayama S,3
Miura T,3
Matsuo S,4
Taki M,24
Sugii S,1
Sunagawa T,1
Uezu Y,1
Kadena K,1
Tokuyama K,1
Kinjo F,1
Vidler V,3
Richards M,15
Vora A,1
Rajkumar SV,1
Fonseca R,1
Witzig TE,1
Gertz MA,1
Greipp PR,1
Baloch ZW,2
Sack MJ,1
Yu GH,1
Gupta PK,4
Barington KA,2
Kaersgaard P,2
Halling KC,1
Lazzaro CR,1
Honchel R,1
Bufill JA,1
Arndt CA,1
Lindor NM,1
Fujita Y,2
Ishida A,1
Wijelath ES,1
Hammond WP,1
Wechezak AR,4
Yu C,3
Storb RF,1
Blanc J,1
Foiles N,4
Wacey AI,4
Cooper DN,19
Liney D,1
Hovig E,1
Krawczak M,7
Krohn J,1
Nasu R,1
Murata T,2
Tanaka Y,9
Speciale V,2
de Ronde H,1
Crozier RH,1
Kaufmann B,1
Carew ME,1
Crozier YC,1
Kaida T,1
Borovok M,1
Bi L,4
Prasad S,2
Patankar T,1
Krishnan A,2
Sanyal AJ,3
Mirshahi F,1
Hilbert SL,1
Luna RE,1
Hopkins RA,1
McGee MP,4
Teuschler H,2
Neitzel LT,1
Neitzel CD,1
Magee KL,1
Malafa MP,1
Matsui H,10
Tsuji S,2
Giddings J,2
Burke LM,1
Rush WI,1
Khoor A,1
Mackay B,1
Oliveira P,1
Whitsett JA,1
Singh G,2
Turnicky R,1
Fleming MV,1
Koss MN,3
Hansson S,1
Fasth A,1
Lübeck PO,1
Berg A,1
Gale RF,1
Hird MF,1
Colvin BT,13
Howarth A,1
Chandy M,9
Sunderaj GD,2
Lee V,3
Daniel AJ,2
Dennison D,3
Nair SC,16
Mathews V,6
Anderson G,2
Nair A,1
Moses BV,1
Sudarsanam A,2
Davignon G,3
Smith H,4
Zabor S,1
Malianni D,1
Miller D,3
Alhaq A,4
Mitchell M,6
Sethi M,2
Rahman S,1
Flynn G,1
Boulton P,1
Caeno G,1
Smith M,7
Savidge G,5
Gnatenko DV,3
Jesty J,16
Cao LX,1
Hearing P,3
Bahou WF,5
Nielsen S,1
Schmitz A,4
Bacher T,1
Rehling M,1
Mogensen CE,1
Brazzelli V,1
Baldini F,1
Vassallo C,1
Borghini F,1
Chiesa MG,1
Rosso R,4
Borroni G,1
Bando T,1
Hanaoka N,1
Terada Y,1
Ike O,1
Wada H,16
Hitomi S,1
Breiteneder-Geleff S,1
Soleiman A,1
Horvat R,1
Amann G,1
Kriehuber E,1
Diem K,1
Weninger W,2
Tschachler E,2
Alitalo K,1
Kerjaschki D,1
Serradeil-Le Gal C,1
Smallridge RS,1
Whiteman P,2
Doering K,1
Handford PA,9
Downing AK,4
Chiang GG,2
Rubin HL,1
Cherington V,3
Wang T,3
Sobolewski J,2
McGrath CA,3
Gaffney A,2
Emami S,2
Sarver N,2
Levine PH,19
Greenberger JS,4
Hurwitz DR,3
Guinan P,1
Shaw M,1
Mirochnik Y,1
Slobodskoy L,1
Ray V,1
Rubenstein M,1
Bar-Zohar D,1
Triest WE,4
Adcock JT,1
Yoshimura S,1
Masuzaki H,2
Miura K,4
Muta K,1
Gotoh H,1
Ishimaru T,1
Schmidt NO,1
Westphal M,2
Hagel C,1
Ergün S,1
Stavrou D,1
Rosen EM,3
Lamszus K,1
Kondi-Paphitis A,1
Smyrniotis B,1
Liapis A,1
Kontoyanni A,1
Deligeorgi H,1
Fondu P,4
Spence KJ,1
Waters EL,1
Beresford-Webb R,1
Cuttler J,1
Brown SA,9
Rowley G,5
Sato I,2
Parry BW,10
Carpi A,1
Nitu IC,1
Perry DJ,7
Tabata M,1
Sugihara K,1
Matsui R,1
Yonezawa S,3
Abeyama K,1
Maruyama I,2
Thompson MS,1
Kreeger JM,2
Fokkens WJ,1
Nolst Trenite GJ,1
Virmond M,1
KleinJan A,1
Andrade VL,1
van Baar NG,1
Naafs B,1
Lopes M,6
Duffau H,1
Fleuridas G,1
Abdulrauf SI,2
Malik GM,1
Awad IA,1
Maddalozzo J,1
Hughes CA,1
Huang L,10
Mu Y,2
Ludemann J,1
Crawford S,1
Ray M,1
Ezhilarasan R,1
Marwaha RK,2
Marwaha N,2
Trehan A,1
Bapuraj JR,1
Chang J,4
Chang JY,8
Grabenwöger M,1
Fitzal F,1
Sider J,1
Csekö C,1
Bergmeister H,1
Schima H,1
Husinsky W,1
Böck P,1
Wolner E,1
Jung SC,1
Kim SS,2
Yoon KS,1
Lee JS,7
Alhumood SA,1
Devine DV,6
Lawson L,1
Nantel SH,1
Carter CJ,2
Bruce MC,1
Honaker CE,1
Cross RJ,1
Tanaka K,10
Shigueoka EM,1
Sawatani E,1
Dias GA,1
Arashiro F,1
Campos TC,1
Nakao HC,1
Kuo KW,1
Sheu HM,1
Huang YS,1
Leung WC,1
Zheng XY,1
Ling ZY,1
Tang ZY,1
Liu YK,3
Feng XL,1
Zhuang W,1
Hiraiwa H,1
Hamazaki M,1
Tsuruta S,1
Hattori H,1
Mimaya J,4
Hasegawa S,1
Aoki K,2
Budek I,1
Keller-Stanislawski B,2
McCaustland KA,8
Neidhold S,1
Robertson BH,7
Evans A,2
Lytwyn A,1
Urbach G,1
Chapman W,1
Nony P,1
Boissel JP,1
Qureshi F,1
Munkarah A,1
Banerjee M,1
Jacques SM,1
Kaku T,3
Kamura T,4
Hirakawa T,3
Sakai K,6
Amada S,2
Hassock S,3
Vetrie D,1
Speight P,1
Rosai J,7
Liu M,7
Murphy ME,3
McNulty O,2
Mayne E,1
Callender ME,1
Miao C,3
Tubb J,1
Patel S,4
Yang EY,2
Elwell D,1
Podsakoff GM,2
Kurtzman GJ,2
Bayer RL,1
Lichtman SM,2
Allen SL,1
Buchbinder A,1
Kolitz J,1
Loscalzo J,2
Calderón R,1
Cruz-Correa MR,1
Torres EA,1
Wielenga JJ,1
Fox SH,1
Whalen GF,1
Sanders MM,1
Burleson JA,1
Jennings K,1
Kurtzman S,1
Kreutzer D,1
Sreenivas DV,1
Bharavi C,1
Anjum F,1
Kumar YR N,1
Kumar A,13
Buettner VL,1
Glickman BW,1
Söhngen D,4
Wienen S,1
Siebler M,1
Boogen C,1
Scheid C,1
Schulz A,4
Kobbe G,2
Diehl V,1
Heyll A,2
Hoerstrup SP,2
Schoeberlein A,2
Ye Q,2
Gorog DA,1
Rakhit R,1
Parums D,1
Davies GJ,1
Montoro JB,3
Cabañas MJ,1
Vila M,1
Puig LL,1
Dasí MA,3
Duhaut P,1
Meyer K,3
Van Horn JR,1
Van der Meer J,1
Jennings I,18
Kitchen S,53
Woods TA,8
Strawczynski H,2
Yang D,3
Xing S,1
Tian M,2
Sun Y,3
Gomez A,1
Lucia JF,2
Perella M,1
Aguilar C,3
Sommer T,1
Brackmann H,1
Schulze-Bertelsbeck D,1
Kowalski S,1
Hu FC,2
Lin JS,4
Tsai W,1
Fon MF,1
Wang EC,1
Molina R,1
Kjellberg BM,1
Medeiros D,4
Miller KL,3
Rollins NK,1
Buchanan GR,11
Ishiguro N,5
Iwahori Y,1
Le Pommelet C,1
Durand P,1
Devictor D,1
Hsie SW,1
Hung CC,2
Chung CY,1
Bader R,2
Nisli G,1
Polat A,1
Aydinok Y,2
Carlsson M,8
Kristensen HL,1
Di Michele DM,3
Duraiswamy G,1
Karagus C,1
Miekka SI,4
Jameson T,1
Singh M,5
Woolverton C,1
Lin HM,2
Krajcik R,1
MacPhee M,1
Escuriola-Ettingshausen C,14
Busby TF,1
Reid B,1
Pollock R,1
Ralston A,1
Oliver JA,4
van der Schouw Y,1
Mauser-Bunschoten E,7
Borleffs J,1
van den Berg H,1
Basani RB,1
Richberg M,1
Baker PM,1
Ma J,4
Fei ZL,1
Gallo JM,1
Onda M,1
Urazumi K,1
Abe R,1
Matsuo K,3
Nomoto M,1
Derlon-Borel A,1
Scherrmann JM,1
Debray M,1
Bridey F,1
Beardsley D,1
Rosenfield CG,1
Taft E,1
Cáceres W,1
McCurdy S,1
Dorner AJ,9
Fass DN,25
McKinley SH,1
Kazmi MA,1
Pickering W,4
Holland LJ,2
Ishikawa M,8
Gleeson DC,1
Muretto P,3
Quante M,1
Patel NK,1
Hill S,1
Merchant W,1
Courtauld E,1
Newman P,1
McKee PH,2
Valković T,1
Lucin K,1
Krstulja M,1
Mustać E,1
Dobi-Babić R,1
Sasso F,1
Melato M,1
Zhang F,11
Attkiss KJ,1
Buncke HJ,1
Nakau H,1
Maruishi M,1
Takiguchi H,1
Shima K,1
Arnauld C,1
Legeay O,1
Thiery R,1
Denis M,1
Blanchard P,1
Jestin A,1
Bergstrom J,2
De Vreker R,1
Baker D,4
Hartshorn J,1
Jenny RJ,4
Satre EP,1
Borel Derlon A,2
Moreau P,2
Beurrier P,3
Guérin V,2
Rice GI,1
Jackson D,2
Guy L,1
Bégin LR,2
Al-Othman K,1
Chevalier S,1
Aprikian AG,1
Smith ME,3
Brown JI,1
Fisher C,3
Spannagl M,17
Dick A,2
Assmann A,1
Heinemann L,1
Shiono N,1
Koyama N,1
Tokuhiro K,1
Sakuragawa H,1
Ohsawa H,1
Iwashita Y,2
Sensui S,1
Lal P,2
Biswal BM,1
Thulkar S,1
Patel AK,1
Venkatesh R,1
Julka PK,1
Koch C,1
Borg L,1
Skjødt K,1
Houen G,1
Bossi P,1
Cabane J,1
Dhote R,1
Hanslik T,1
Chosidow O,1
Jouan-Flahault C,1
Horellou MH,5
Leynadier F,1
Liozon E,2
Pouchot J,1
Robin JP,1
Sanderson F,1
Schaeffer A,1
Sicard D,1
Staikowsky F,1
Wechsler B,2
Zittoun R,1
Xiangming C,1
Kuroshima K,1
Laprise SL,1
Mak EK,1
Killoran KA,1
Layman LC,1
Gray MR,2
Dzinaj T,1
Weimer C,1
Rodgers HF,2
Irvine CM,1
van Wezel IL,2
Lavranos TC,1
Luck MR,1
Sado Y,1
Ninomiya Y,1
Rodgers RJ,2
Kim S,6
Kim WK,1
Park CJ,1
Chi HS,3
Konstantinidou AE,1
Agapitos E,1
Nikolopoulou P,1
Peirone M,1
Brash JL,2
Beer TW,2
Baldwin HC,1
Goddard JR,1
Gallagher PJ,2
Wright DH,3
Klementz G,1
Menart C,1
Petit PY,2
Knudsen L,2
Nicolaisen EM,5
Thykjaer H,2
Kudsk Jensen O,1
Fredberg U,2
Hanley JP,4
Barton DP,1
Cai A,1
Wendt K,1
Young M,4
Gamero A,1
De Cesare S,1
Giatromanolaki A,1
Koukourakis MI,1
Theodossiou D,1
Barbatis K,1
O'Byrne K,1
Triplett DA,20
Ramasamy I,1
Tran E,2
Anastasius V,1
Charnock A,1
Savage M,1
Torres J,1
Franks L,1
Masecar B,1
Hotta J,1
Alter MJ,1
Bell BP,2
Shapiro CN,1
Sinha SD,1
Souci JM,1
Dharnidharka VR,1
Takemoto C,1
Rosen S,5
Harris HW,1
Tamim HM,1
Lubin IM,5
Machida N,1
Arimura T,1
Otagiri Y,1
Kiryu K,1
Oka T,8
Spanier TB,3
Chen JM,3
Oz MC,3
Edwards NM,1
Stern DM,18
Rose EA,3
Kessler L,2
Wiesel ML,8
Attali P,1
Mossard JM,1
Cazenave JP,14
Pinget M,1
Mansvelt EP,1
Chen YC,11
Hsueh EJ,1
Wan HL,1
Chao TY,3
Papadaki HA,1
Xylouri I,2
Valatas W,1
Petinarakis J,1
Kontopoulou I,1
Eliopoulos GD,1
LiVolsi VA,2
Barnard R,1
Futo V,1
Pecheniuk N,1
Walsh T,1
Nagami H,1
Collins WP,1
Kageyama Y,2
Tosaka A,1
Nagai H,2
Ishizaka K,1
Tsujii T,1
Oshima H,1
Necina R,1
Amatschek K,1
Wilke K,1
Dhôte R,1
Thevenot T,1
Permal S,1
Pernin N,1
Christoforov B,1
Sugiura I,7
Hirai M,3
Freeman JW,1
Llewelyn C,1
Fisher N,1
Bellamy M,1
Klinc J,1
Wreghitt T,1
Beeck H,1
Hallam PJ,1
Mannucci P,5
Bevan D,6
Laursen B,1
Wacey A,2
Rotter N,1
Aigner J,1
Naumann A,3
Planck H,1
Hammer C,2
Burmester G,1
Sittinger M,1
Zimmerman SA,1
Whitlock JA,1
Huffman HT,1
Anand A,1
Yako F,1
Iannello S,1
Prestipino M,1
Belfiore F,1
Haraguchi S,1
Koizumi K,2
Kawamoto M,4
Kraegel SA,1
Lucroy MD,1
Zanella M,2
Falconieri G,3
Lamovec J,5
Bittesini L,1
Ogawa M,5
Nakata B,4
Kato Y,9
Chung YS,8
Choi HJ,1
Hyun MS,1
Jung GJ,1
Campbell PJ,1
Rickard KA,15
Kilcullen JK,1
Ly QP,1
Chang TH,1
Levenson SM,1
Steinberg JJ,1
Songra AK,1
Darbar UR,1
Greco NJ,2
Meena AK,1
Jayalakshmi S,1
Prasad VS,1
Murthy JM,1
Power I,1
Noble DW,1
Winter A,1
Ishiwata T,5
Iino Y,1
Takei H,1
Oyama T,1
Morishita Y,2
Van Geet C,1
Proesmans W,1
Declerck PJ,2
Borre M,1
Offersen BV,2
Nerstrøm B,1
Overgaard J,1
Olcay L,2
Besim A,1
Senocak ME,1
Göçmen A,1
Kale G,2
Kinukawa N,2
Ariyoshi K,1
Sonoda K,2
Millar DS,13
Mahato RI,1
Anwer K,1
Tagliaferri F,1
Meaney C,1
Leonard P,1
Wadhwa MS,1
Logan M,1
French M,1
Rolland A,1
Lapan KA,3
Lechler E,1
Uberfuhr P,1
Olek A,1
Balaban B,1
Montag M,1
van der Ven H,1
Urman B,1
Walter J,4
Maxwell GL,1
Sosson AP,1
Oster C,1
Miles P,1
Webb J,1
Carlson J,3
Yasikoff Strub ML,1
Macciocchi A,1
Belch J,1
McLaren M,9
Hanslip J,2
Davidson D,1
Gosalia NM,1
Derringer KA,1
Linden RW,1
Han JH,2
Park YN,1
Jung WH,1
Park C,1
Dinney CP,1
Babkowski RC,1
Antelo M,1
Perrotte P,1
Liebert M,1
Zhang HZ,1
Veltri RW,1
Katz RL,2
Grossman HB,2
Mansy SS,2
Yehia HA,2
Hassan MM,2
Hassan EA,2
Youssef MM,2
Hadi AA,2
Mackenzie CD,2
Mauray S,1
de Raucourt E,5
Talbot JC,1
Dachary-Prigent J,1
Jozefowicz M,3
Fischer AM,4
Houben RJ,1
Smith KJ,42
Graham JS,2
Skelton HG,3
Hamilton T,1
O'Leary T,2
Okerberg CV,2
Moeller R,1
Hurst CG,2
Heil W,1
Grunewald R,1
Amend M,1
Heins M,1
Ou YC,1
Chen JT,3
Yang CR,1
Horng YY,1
Kao YL,1
Cheng CL,1
Wong DA,1
Tong LK,1
Lim W,1
O'Donovan MC,1
Oefner PJ,1
Roberts SC,1
Austin J,1
Hoogendoorn B,1
Guy C,1
Speight G,1
Upadhyaya M,2
McGuffin P,1
Sankarasubbaiyan S,1
Scott G,1
Holley JL,1
Walsh MM,1
Hytiroglou P,1
Thung SN,1
Fiel MI,1
Siegel D,1
Emre S,1
Nyberg P,2
Rohwer RG,1
Dunstan BC,1
MacAuley C,1
Gajdusek DC,1
Frost-Arner L,1
Bergqvist D,9
Ukarapol N,1
Sirisanthana V,1
Wongsawasdi L,1
Imakita M,1
Hisaki R,1
Kannuki S,1
Braden B,1
Wenke A,1
Karich HJ,1
Dietrich CF,1
Caspary WF,1
Lembcke B,1
Karelina TV,1
Eisen AZ,1
Hill HA,1
Stein SF,3
Solymoss S,3
Yamamoto A,3
Dhar DK,1
Igarashi M,1
Tabara H,1
Yoshida J,2
Nakano T,4
Akao M,1
Tanimura A,5
Balyasnikova IV,1
Danilov SM,2
Muzykantov VR,1
Fisher AB,1
Cunha GR,1
Mitropoulos KA,3
Martin JC,3
Esnouf MP,6
Reeves BE,2
Frangogiannis NG,1
Perrard JL,1
Mendoza LH,1
Burns AR,1
Lindsey ML,1
Michael LH,1
Smith CW,1
Entman ML,1
Blezer R,4
Cahalan L,1
Cahalan PT,2
Harada Y,1
Iwai M,1
Miyoshi M,1
Ueda Y,8
Mitsufuji S,2
Seiki K,1
Kashima K,2
Orchard GE,2
Langer R,6
Jordan U,1
Wölfle A,1
Henrich HA,1
Kam E,1
Sakamoto F,1
Hashimoto T,3
Takenouchi T,1
Nitto H,1
Muller C,2
Endlich K,2
Helwig JJ,2
Sivaraman S,1
Dorfman J,1
Li CM,1
Philip A,1
Gejman PV,2
Cao Q,2
Guedj F,1
Sommer S,2
Zaaijer HL,1
van Drimmelen AA,1
de Vries S,1
Lelie PN,1
Schenk JF,1
Windisch F,1
Haass A,5
Wenzel E,13
Schimrigk K,4
Koyama T,5
Aniya Y,1
Sakanashi M,1
Knepp VM,1
Muchnik A,1
Oldmark S,1
Kalashnikova L,1
Dickneite G,7
Nicolay U,1
Friesen HJ,1
Reers M,1
Liu SM,2
Herlitschka SE,1
Slappendel RJ,2
Beijer EG,1
van Leeuwen M,1
Davidson F,2
Lycett C,1
Prescott LE,1
MacDonald DM,1
Ellender J,1
Yap PL,8
Haydon GH,1
Galanopoulos T,2
Merrill W,2
Bizinkauskas CB,2
Hansen M,6
Purdy G,1
Weind KL,1
Maier CF,1
Rutt BK,1
Moussa M,1
Dioun AF,1
Geha RS,1
Schneider LC,1
Nakajima K,1
Kumazaki M,1
Fukuda A,2
Muramatsu K,1
Deshpande SB,1
Inubushi T,1
Morikawa S,1
Borlongan CV,1
Sanberg PR,1
Aydin F,2
Onuki Y,4
Kouchi Y,3
Ghali R,3
Green C,2
Akehurst R,1
Wille P,1
Borchard F,1
Mayne EE,4
Lee RJ,1
Prescott RJ,6
Archer SL,1
Chamberlain M,1
Dyer AR,1
Liu K,7
Hatahet Z,1
Zhou M,18
Reha-Krantz LJ,1
Morrical SW,1
Wallace SS,1
Didier ME,1
Fischer S,2
Maki DG,1
MacGregor IR,10
Milanezi MF,1
Saggioro FP,1
Zanati SG,1
Bazan R,1
Morris JA,3
Desqueper BG,1
Kokubo T,2
Imamura K,1
Handa M,1
André P,1
Brouland JP,1
Roussi J,1
Bonneau M,1
Pignaud G,1
Bal dit Sollier C,1
Hainaud P,1
Vaiman M,1
Drouet L,7
Louvar E,1
Littrup PJ,1
Goldstein A,2
Sakr W,2
Grignon D,2
Daphna EM,1
Michaela S,1
Eynat P,1
Irit A,1
Halbertsma FJ,1
van der Linden PW,1
Herrmann G,2
Spanel-Borowski K,4
Orre M,1
Lotfi-Miri M,1
Mamers P,1
Sakalová A,1
Hedera J,1
Ellis LM,8
Takahashi Y,17
Fenoglio CJ,1
Cleary KR,7
Bucana CD,9
Evans DB,1
Veeraraghavan S,1
Baleja JD,8
Kundu RK,2
Sangiorgi F,1
Wu LY,1
Anderson WF,2
Maxson R,1
Gordon EM,9
Siddiqui MT,2
Evans HL,1
Ro JY,2
Ayala AG,4
Daneker GW,1
Lund SA,1
Caughman SW,1
Swerlick RA,1
Fischer AH,1
Staley CA,1
Ades EW,2
Carson SD,2
De Jonge CJ,1
Merry C,1
Ryan M,1
Mulcahy F,1
Arbiser JL,1
Flynn E,2
Barnhill RL,1
Meis-Kindblom JM,1
Kindblom LG,7
Rioux V,1
Gerbod MC,1
Bouet F,1
Ménez A,1
Galat A,1
Miller K,3
Zappa S,3
Cochran C,1
Laufenberg J,1
Sanders J,5
Härdig Y,2
Wallqvist A,1
Covell DG,1
Goud GN,1
Sierks MR,1
Kung SH,3
Iwaki Y,1
Fisher KJ,2
Cawthern KM,2
Lock JB,1
DiLorenzo ME,1
Massignon D,1
White SJ,1
Page SM,3
Brownlee GG,45
Moldavsky M,1
Stayerman C,1
Turani H,1
Long GL,7
Xie RL,1
Garzone P,2
Tubridy K,1
Courter S,3
Schaub R,1
Bouchard P,1
Keith J,1
Larsen G,1
Adamson S,2
O'Connell B,1
Foster W,2
Bush L,2
Webb C,1
Bartlett L,1
Burnett B,1
Jankowski M,2
Patel H,3
Strang A,1
Rouse J,1
Koza S,1
Letwin B,1
Steckert J,1
Amphlett G,1
Scoble H,1
Harrison S,1
Bonam D,1
Brodeur S,1
Clancy B,1
Costigan R,1
Drapeau D,1
Hamilton M,2
Hanley K,1
Knight A,1
McCarthy M,2
Oakes P,1
Sterl K,1
Switzer M,2
Walsh R,1
Gottschalk-Sabag S,1
Ron N,2
Glick T,1
Ashton AW,1
Boehm MK,1
Perkins SJ,6
Ellison EH,1
El-Bassiouni NE,1
El Bassiouny AE,1
Hussein NA,1
El-Sayed HH,1
Ibrahim IM,1
Lotfy MG,1
Omran SA,1
Lusher J,11
Roberts H,7
Whitehouse R,1
Baker SP,1
Swanson RS,1
Pemberton JL,1
van Rooijen N,1
Sudhakar K,3
Kruck H,1
Körholz D,1
Göbel U,4
Chang TM,1
Prakash S,1
Paal E,1
Heffess CS,2
Nativ O,1
Reiss A,1
Wald M,1
Madjar S,1
Moskovitz B,1
Brady JN,1
Pieneman WC,5
Fay P,1
Briët E,43
Van de Water N,1
Browett P,1
Glynn RJ,2
Choodnovskiy I,1
Haschemeyer R,1
Baujard C,1
Gouyet L,1
Murat I,1
Lianes P,1
Charytonowicz E,1
Cordon-Cardo C,2
Fradet Y,1
Hemstreet GP,1
Waldman FM,2
Chew K,2
Wheeless LL,1
Faraggi D,1
Reid KB,1
Ghebrehiwet B,1
Niemi T,1
Svartling N,1
Syrjälä M,1
Asko-Seljavaara S,1
Rosenberg P,1
Zhang Z,13
Eriksson M,1
Anvret M,5
Yang CQ,1
Gonzales JN,1
Burns DS,1
Bartholomew RM,1
Scuderi P,2
Hoeben RC,7
Fallaux FJ,5
Schagen FH,1
van der Eb MM,1
van Ormondt H,5
van der Eb A,1
Swaroop M,2
Minanov OP,1
Simantov R,1
Imoto H,1
Osaki T,4
Taga S,1
Ohgami A,1
Yasumoto K,1
Vodopivec M,1
Aguirre T,1
Cassiman JJ,4
Matthijs G,3
Fleming JE Jr,1
Haynesworth SE,1
Cassiede P,1
Baber MA,1
Caplan AI,1
Stoylova S,1
Lind TJ,2
Daniels TM,3
Rhim JS,1
Tsai WP,1
Chen ZQ,1
Van Waes C,1
Burger AM,1
Lautenberger JA,1
Hawke CK,1
Davidson PJ,1
Hagman A,1
Dunås F,1
Sundgren H,1
Lundström I,1
Koenig W,3
Marchiori A,1
Gallo AM,1
Hoyer L,2
Trapnell BC,2
Schulz P,4
Choromanski J,1
Bergerud UE,1
Kjeldsen-Kragh J,2
Eriksson L,5
Schutz R,1
Ohta T,5
Mai M,4
Chan VW,2
Chim CS,1
Yamada A,1
Uematsu K,1
Yasoshima H,1
Hori K,1
Ohya M,1
Ohkubo E,1
Ogasawara H,1
Zambaux MF,1
Bonneaux F,1
Dellacherie E,1
Polo M,1
Kucukcelebi A,1
Hayward PG,1
Ko F,1
Robson MC,1
Aceñero MJ,2
González JF,2
Gallego MG,2
Ballesteros PA,2
Medzihradszky KF,2
Burlingame AL,2
Uen WC,1
Chou YH,1
Liu CC,1
Lin SM,1
Chen TJ,2
Evans GL,1
Uhlschmid G,1
Turina M,2
Topper MJ,1
Prasse KW,1
Sonderbye L,1
Meehan S,1
Palsson R,1
Ahsan N,1
Ladefoged J,1
Langhoff E,1
Papapetropoulos A,1
Piccardoni P,1
Cirino G,2
Bucci M,2
Cicala C,2
Zachariou V,1
Sessa WC,1
Altieri DC,4
Yamada M,8
Koyama Y,4
Urano F,3
Imada K,1
Imoto M,5
Brauker J,1
Frost GH,1
Dwarki V,1
Nijjar T,2
Chin R,1
Carr-Brendel V,1
Jasunas C,1
Hodgett D,1
Cohen LK,3
Johnson RC,2
Akagi Y,1
Liu W,12
Roskell DE,1
Biddolph SC,1
Warren BF,1
Demitsu T,1
Kakurai M,1
Kiyosawa T,1
Yaoita H,1
Shah J,2
Spellman MW,3
Smallridge R,1
Zagury D,1
Lachgar A,1
Chams V,1
Fall LS,1
Bernard J,1
Zagury JF,1
Bizzini B,1
Rappaport J,1
Feldman M,1
O'Brien SJ,1
Burny A,1
Gallo RC,5
Pickens EM,1
Liles DK,1
Hartenbach EM,1
Olson TA,1
Goswitz JJ,1
Mohanraj D,1
Twiggs LB,1
Carson LF,1
Ramakrishnan S,1
Canda T,2
Kurtodlu B,1
Wasseem N,1
Mauser Bunschoten EP,3
Williams IJ,1
Abuzenadah A,1
Dolan G,33
Wright J,1
Hergesell O,1
Felten H,1
Andrassy K,1
Kühn K,2
Ritz E,1
Smith CR,1
Ishak R,2
Zakaria Z,2
Parry B,1
Kapdağli H,1
Gündüz K,1
Oztürk G,2
Kandiloğlu G,1
Andrade LA,1
Torresan RZ,1
Sales JF Jr,1
Vicentini R,1
De Souza GA,1
Steinbrueckner B,1
Steigerwald U,1
Ordung R,1
Neuenroth L,1
Reuther J,1
Klinker H,1
Schwender S,1
Degener A,1
Belew M,1
Baranger F,1
Herbert O,1
Scott V,1
Bouhour JB,1
Kubo S,1
Sakurai M,6
Terry VH,2
Hertel CE,1
Wheatley MA,1
Moussalli MJ,1
Ciavarella N,16
ten Cate JW,7
Natugoe S,1
Fukumoto T,2
Horn H,1
Britsch L,1
Duarte IG,1
Bufkin BL,1
Pennington MF,1
Gal AA,1
Kosinski AS,1
Mansour KA,1
Miller JI,1
Shum-Tim D,3
Ma PX,4
Tanel RE,2
Isogai N,2
Vacanti JP,4
Mayer JE Jr,3
Gerhard GS,1
Hoffman SM,1
Williams EC,2
Akhtari AM,1
Schröder W,9
Poetsch M,1
Gazda H,1
Werner W,1
Reichelt T,1
Knoll W,1
Zieleniewska B,1
Amano K,16
Michnick DA,2
Le DT,1
Borgs P,2
Toneff TW,1
Witte MH,5
Rapaport SI,30
Cutrone JA,1
Yospur LS,1
Khalkhali I,1
Tolmos J,1
Devito A,1
Diggles L,1
Vargas MP,2
Shitabata P,1
French S,1
Laibelman AM,1
Sinha U,4
Saenz NC,1
Heslin MJ,1
Adsay V,2
Lewis JJ,1
Leung DH,1
LaQuaglia MP,1
Brennan MF,1
Saleh HA,2
Tao LC,1
Siziopikou KP,1
Prioleau JE,2
Raza S,4
Baum JK,1
Laulan A,1
Sauger A,3
Germain C,1
Sans I,1
Potentini-Esnault C,1
Chicane L,1
Gilard C,1
Bartholeyns J,1
Moyer MP,1
Tracy PB,4
Sparks CE,1
Gebauer B,1
Trescec A,1
Benko B,1
Brems H,1
Wojcik EG,4
Cheung WF,11
Jarjanazi H,1
Wanner C,4
Bilgi S,5
Speiser P,4
Kaider A,11
Reinthaller A,3
Leodolter S,6
Gitsch G,7
Schammel DP,1
Tavassoli FA,1
Foster PA,9
Regazzini R,1
Malagoli PG,1
Zerbinati N,1
De Filippi C,1
Serra F,1
Donadini A,1
Pazzagli L,1
Cecchi C,1
Cappugi G,1
Catalani R,2
Bertini M,1
Jollès P,1
Ramponi G,1
Ofosu F,3
Assimakopoulou M,1
Sotiropoulou-Bonikou G,1
Maraziotis T,1
Papadakis N,1
Varakis I,1
Peters-Engl C,1
Medl M,1
Mirau M,1
Sevelda P,2
van Houwelingen HC,1
Hoyle S,1
McGlynn L,1
Willems GM,4
Laor A,1
Lupo H,1
Lanir N,2
Edvardsen K,1
Ho KL,3
Yang XY,2
Rock JP,1
Rosenblum ML,2
Harbrecht U,5
Klein P,1
Weber D,1
Rockstroh J,2
Rawala R,2
Jameson BA,4
Berry E,3
McPherson J,4
Lammi A,3
McWhirter WR,1
Maxwell EL,1
Rowell J,5
Baker RI,6
Jupe D,2
Venkateswaran L,1
Wilimas JA,1
Jones DJ,1
Verkeste CM,1
Slangen BF,1
Daemen M,1
van Straaten H,1
Kaufmann P,1
Peeters LL,1
Nakanishi Y,3
Kamimura S,2
Katsuki M,1
Furukawa H,1
Doi Y,3
Hamasaki K,3
Reisenberger K,1
Kainz C,6
Poon M,1
Goossens M,13
Figueiredo MS,12
Nielsen TG,1
Laursen H,1
Grønholdt ML,1
Schroeder TV,1
Filová A,1
Cheng CH,2
Geng JP,6
Hannant WA,1
Sawamoto Y,8
Prescott R,4
Takamiya O,4
Kinoshita S,7
Mattern J,7
Stammler G,2
